writeRow
0.347523540
0.288909346
0.277685046
0.291327834
0.284609824
0.287954122
0.296009004
0.303440958
0.293429613
0.283508658

readRow
0.300122857
0.300628424
0.301344484
0.300024420
0.323687494
0.298682302
0.299892813
0.300727725
0.298897415
0.294590592

writeColumn
4.264824390
4.247548580
4.188824654
4.292669773
4.207897663
4.249616623
4.184861183
4.161850452
4.239989758
4.195274353

readColumn
2.641271114
2.650598049
2.661637068
2.652944565
2.643923759
2.661829948
2.695846558
2.673905611
2.662400961
2.642963886
